Pinyin,Wade-Giles,Romatzyh
чидао,чихтао,чырдаw
чизи,чихзи,чыызи
чонг,чунг,чонг
чонгдиан,чунгтиен,чонгдианн
чонгдианqи,чунгтиенчи,чонгдианнчих
чонгфен,чунгфен,чонгфенн
чонгзи,чунгзи,чорнгзи
чоу,чоу,чоу
чоуйианг,чоучианг,чоуйеанг
чоуыан,чоуыан,чоуиан
чукоу,чукоу,чукооу
чусе,чусе,чусех
чушоу,чушоу,чушоw
чуxи,чухси,чушыи
чуыу,чуыу,чууыу
чу,чу,чуу
чуантонг,чуантунг,чwантоонг
чуангху,чуангху,чуангху
чуангтаи,чуангтаи,чуангтаир
чуангзи,чуангзи,чуангзи
чунйи,чунчи,чуенйих
чун,чун,чwен
чунйингшуи,чунчингшуи,чwенйинqшоеи
цихуи,тзухуи,цырхуеы
ци,тзу,цыы
циwаи,тзуwаи,цыыwаы
ци,тзу,цых
ци,тзу,цых
цийи,тзучи,цыхйи
цонгци,цунгтзу,цорнгцыы
цу,цу,цу
цуxин,цухсин,цушин
цуйин,цучин,цухйинн
цуши,цуших,цухшыы
цуxиао,цухсиао,цухшиау
цуоши,цоших,цуохшы
да’ан,таан,даранн
дабаи,тапаи,даабаы
далеи,талеи,даалеи
дасао,тасао,даасао
даже,таче,даайер
дажен,тачен,даайен
даба,тапа,дахба
дадуо,тато,дахдуо
даге,тако,дахге
дагуимо,такуеимо,дахгуеимо
дахуи,тахуи,даххуеы
дайие,тачиех,дахйиее
далоу,талоу,дахлоу
далу,талу,дахлух
дама,тама,дахмха
даxинг,тахсинг,дахшынг
дажонг,тачунг,дахйонq
даити,таити,даытих
даиыу,таиыу,даыыух
даи,таи,даы
даи,таи,даы
данбао,танпао,данбао
данрен,танйен,данренн
данxин,танхсин,даншин
дан,тан,дан
данчун,танчун,данчwен
дандиао,тантиао,дандиаw
данду,танту,дандwу
дан,тан,данн
даоыоу,таоыу,даоыоу
даожи,таочих,даойых
даоби,таопи,даобих
даоче,таоче,даоче
деыи,теи,дерыих
денггуанг,тенгкуанг,денггуанг
денг,тенг,денг
денгйи,тенгчи,денгйих
денглу,тенглу,денглух
денгшан,тенгшан,денгшан
диqуе,тичуех,дыичиуех
дирен,тийен,дыирен
димиан,тимиен,дихмианн
диwеи,тиwеи,дихwеы
диxиа,тихсиа,дихшиах
дижи,тичих,дихйыы
дианxинг,тиенхсинг,деаншынг
дианминг,тиенминг,деанминг
дианденг,тиентенг,дианнденг
диандонгче,диандонгче,диандонгче
дианти,тиенти,дианнти
дианыуан,тиеныуан,дианныуан
динг,тинг,диинг
динг,тинг,динq
донгйи,тунгчи,донгйих
донгхуапиан,тунгхуапиен,донqхуахпианн
донгыао,тунгыао,донqыау
доуфу,тоуфу,доwфу
дули,тули,дwулих
дуте,туте,дwутех
дузи,тутзу,дwутзых
ду,ту,дуу
дуче,туче,дууче
дузи,тузи,духзи
дугуо,тукуо,духгуох
дуанлиан,туанлиен,дуаннлианн
дуиби,туипи,дуеыбии
дуифу,туифу,дуеыфу
дуиыу,туиыу,дуеыыу
дуоци,тотзу,дуоцых
дуониан,тониен,дуониан
дуоыанг,тоыанг,дуоыанq
дуожонг,точунг,дуойоонг
ертонг,ерхтунг,ерлторнг
ер,ерх,ерл
ерши,ерхших,ерлшых
ерйи,ерхчи,еелйи
ершоу,ерхшоу,еллшооу
фахуи,фахуи,фахуеи
фапиао,фапиао,фапиаw
фашао,фашао,фашау
фа,фа,фаа
фагуан,факуан,фаагуан
фаыуан,фаыуан,фааыуанн
фан,фан,фан
фаныи,фани,фаныих
фан,фан,фарн
фан,фан,фаан
фан’ер,фанерх,фаанерл
фаныинг,фаныинг,фааныинq
фанг,фанг,фанг
фанг’ан,фанган,фанганн
фангжен,фангчен,фангйен
фангсонг,фангсунг,фанqсонг
феи,феи,феи
феи,феи,феир
фенбу,фенпу,фенбух
фенсан,фенсан,фенсанн
феншоу,феншоу,феншооу
фенwеи,фенwеи,фенwеи
…фенжи…,…фенчих…,…фенйы…
фенфен,фенфен,фенфен
фендоу,фентоу,фенндоw
фенгге,фенгко,фенггер
фенгйинг,фенгчинг,фенгйиинг
фенгсу,фенгсу,фенгсwу
фенгби,фенгпи,фенгбих
фоузе,фоуце,фооутзер
фуфу,фуфу,фуфух
фуqи,фучи,фучи
фухао,фухао,фwухаw
фухе,фухо,фwухер
фучу,фучу,фухчу
фудан,футан,фухдан
фуйин,фучин,фухйинн
фужи,фучих,фухйых
гаишан,каишан,гаешанн
гаиженг,каиченг,гаейенq
гаи,каи,гаы
гаикуо,каикуо,гаыкуох
ганxингqу,канхсингчу,гааншинqчиух
гаочао,каочао,гаучаур
гаойиа,каочиа,гауйиах
гаошанг,каошанг,гаушанq
гаотие,каотиех,гаутиее
геwаи,коwаи,герwаы
ге,ко,гер
гекаи,кокаи,геркаи
гебие,копиех,гехбые
гети,коти,гехтии
геге,коко,гехгех
ген,кен,ген
геню,кенчу,генйиух
гонгченг,кунгченг,гонгчернг
гонгыуан,кунгыуан,гонгыуан
гонгыинг,кунгыинг,гонгыинq
гонг,кунг,гонq
гоученг,коученг,гоwчернг
гоузао,коуцао,гоwтзаw
гоумаи,коумаи,гоwмае
гоуwу,коуwу,гоwwух
гутоу,кутоу,гуутоу
гудинг,кутинг,гухдинq
гуа,куа,гуа
гуаи,куаи,гуаы
гуан,куан,гуан
гуанби,куанпи,гуанбих
гуаныу,куаныу,гуаныу
гуан,куан,гуан
гуанфанг,куанфанг,гуанфанг
гуанглин,куанглин,гуанглин
гуангпан,куангпан,гуангпарн
гуанг,куанг,гуанq
гуи,куеи,гуеи
гуимо,куеимо,гуеимо
гуизе,куеице,гуеитзер
гуоши,куоших,гуоошыр
гуофен,куофен,гуохфенн
хаишуи,хаишуи,хаешоеи
хаиxиан,хаихсиен,хаешиан
хан,хан,харн
ханлианг,ханлианг,харнлианq
ханыи,хани,харныих
ханыоу,ханыу,харныеоу
ханйиа,ханчиа,харнйиах
ханленг,ханленг,харнлеенг
хангые,хангыех,харнгыех
хангбан,хангпан,харнгбан
хангконг,хангкунг,харнгконг
хаоми,хаоми,хаурмии
хаошенг,хаошенг,хауршенг
хаоыоу,хаоыу,хаоыеоу
хаома,хаома,хаwмаа
хао,хао,хао
хетонг,хотонг,хертонг
хеиан,хеиан,хеианн
хонгбао,хунгпао,хорнгбау
хоутоу,хоутоу,хоwтоу
хоу,хоу,хоw
хуxи,хухси,хуши
хуши,хуших,хушых
ху,ху,хух
хуши,хуши,хухши
хуа,хуа,хуа
хуа,хуа,хwа
хуа,хуа,хуах
хуаиниан,хуаиниен,хwаинианн
хуаиыи,хуаии,хwаиыи
хуанйие,хуанчиех,хоанйиее
хуанггуа,хуангкуа,хwанггуа
хуангйин,хуангчин,хwангйин
хуифу,хуифу,хwеифух
хуи,хуи,хуеы
хуибао,хуипао,хуеыбаw
хунли,хунли,хуенлии
хуо,хуо,хуоо
хуо,хуо,хуоо
хуобан,хуопан,хуообанн
хуоxу,хуохсу,хуохшеу
хуо,хуо,хуох
хуо,хуо,хуох
хуоде,хуоте,хуохдер
хуойианг,хуочианг,хуохйеанг
хуоqу,хуочу,хуохчеу
йиху,чиху,йиху
йигоу,чикоу,йигоw
йиыу,чиыу,йиыух
йилеи,чилеи,йилееи
йидонг,читунг,йидонq
йилие,чилиех,йилиех
йиге,чико,йыигер
йи,чи,йыи
йиqи,чичи,йыичыи
йийианг,чичианг,йыийианг
йиманг,чиманг,йыиманг
йихе,чихо,йыихер
йизаи,чицаи,йихтзае
йиqиао,чичиао,йихчеау
xи,хси,ших
йи,чи,йих
йиду,читу,йихдух
йийие,чичиех,йихйые
йи,чи,йих
йиран,чиян,йихран
йи,чи,йих
йиабан,чиапан,йиабан
йиару,чиаю,йиарух
йиаыоужан,чиаыучан,йиаыоуянн
йиаwу,чиаwу,йиаwух
йиару,чиаю,йеару
йиангу,чиенку,йиангух
йианце,чиенце,йеанцех
йиан,чиен,йеан
йианфеи,чиенфеи,йеанфеир
йианшао,чиеншао,йеаншао
йианли,чиенли,йеанлих
йианшен,чиеншен,йианншен
йианйиан,чиенчиен,йианнйианн
йианг,чианг,йианг
йиангйиу,чиангйиу,йеангйиу
йиангзуо,чиангцо,йеангтзуох
йианг,чианг,йеанг
йиангйин,чиангчин,йеангйин
йиангxуейин,чиангхсуехчин,йеангшыуейин
йианг,чианг,йианq
йиангди,чиангти,йианqди
йиангйиа,чиангчиа,йианqйиах
йианглуо,чиангло,йианqлуох
йиангwен,чиангwен,йианqуен
йиаохуан,чиаохуан,йиаухуанн
йиаойи,чиаочи,йиауйих
йиаошоу,чиаошоу,йиаwшоw
йиедуан,чиехтуан,йиедуанн
йиедао,чиехтао,йиедаw
йиешенг,чиехшенг,йыешеенг
йие,чиех,йые
йиегоу,чиехкоу,йыегоw
йиелун,чиехлун,йыелуенн
йиемеи,чиехмеи,йиеемеы
йиеши,чиехших,йиеешых
йинкуаи,чинкуаи,йиинкуаы
йинми,чинми,йиинмих
йинли,чинли,йиннлих
йинкоу,чинкоу,йиннкооу
йиндаи,чинтаи,йинндаы
йинжи,чинчих,йиннйыы
йингдиан,чингтиен,йингдеан
йингли,чингли,йинглих
йингран,чингян,йинqран
йингтоу,чингтоу,йинqтоур
йингзи,чингзи,йинqзи
